,text,sentiment,sentiment_label
1006,kemarin aju judul projek mbkm dilolosin prodi eh pas sidang proposal ketemu judul metode objek samasama final projek mbkm alhasil ulang ganti judul isi beda desain,13,Positif
1007,kak logbook mbkm kah,0,Netral
1008,hai sobatsip bsip hortikultura selenggara kuliah mbkm daring zoom meeting rabu mei wib selesai meeting id passcode kuliahumum mbkm bsiphortikultura kementerianpertanian agrostandar,9,Positif
1009,sw anak anak kelar mbkm progres bangun gedung kampus wkwk,-3,Negatif
1010,egk mbkm coyy smst pakai proposal dosen,0,Netral
1011,lulus mbkm batch,5,Positif
1012,gepuk biar zonasi apa ngadepin ukt mbkm asu banget,-8,Negatif
1013,ya allah pengin lolos mbkm biar ayhku fokus ngurusi wedusny pusing pikir bulan,5,Positif
1014,nguwaor cik mbkm anjink angkat gue angkat coba babi,4,Positif
1015,joki cv mbkm ada zonauang zonajajan,4,Positif
1016,kalo semester mbkm,0,Netral
1017,ikut mbkm kali nder,-3,Negatif
1018,ya kalo urus mbkm orang plengeh angkat bawa hawa smanya,4,Positif
1019,kunjung kerja kepala bppsdmkp sempat diskus tarunataruni mbkm lho kkpbeyond sdmkp sdmunggul pendidikankp,5,Positif
1020,amp program merdeka ajar kampus merdeka mbkm bentuk komitmen bppsdmkp cetak sdmkp unggul optimalisasi sdm amp aset milik kkpbeyond sdmkp sdmunggul,6,Positif
1021,papar hasil program mbkm mahasiswa universitas islam negeri sunan ampel surabaya fakultas sains teknologi prodi ilmu laut mei laboratorium uji bppmhkp surabaya ii puspa agro tahunkkp bppmhkpmajubersamakkp,14,Positif
1022,ajar anak sekolah magang brownchip itungannya mbkm sih,1,Positif
1023,alas anak lulus ye gaboleh mbkm ya allah,7,Positif
1024,dah harap fakul pusat mbkm kampus bilang eh picnya asih wkwk,6,Positif
1025,tunggu putus prodi barang sih lek ngko banyak mbkm ya cah diarahne yoan,11,Positif
1026,semester kayak gaib bcs kuliah doang senin selasa kamis kampus deh urus organisasi panitia dll btw prodiku mbkm materi magang,0,Netral
1027,kerjasama guru giat mbkm pkl bentuk fasilitas didik ppn prigi dunia didik salam solutif kkpbeyond kkpgoid djptbersinergi prigisolutif ziwbk banggamelayanibangsa,19,Positif
1028,hai sahabatbahari kepala ppn prigi terima kunjung politeknik ahli usaha ikan kunjung rangka supervisi giat mbkm laksana ppn prigi,12,Positif
1029,rangkai merdeka ajar universitas udayana gelar workshop kuat ekosistem kolaborasi implementasi mbkm,-3,Negatif
1030,daan informasi henti ayo share informasi indonesia ya universitasterbuka kuliahonline onlinelearning kampusnegeri kuliahfleksibelsesuaigayamu kuliahsambilkerja ut pendaftaranmahasiswabaru kampusmengajar mbkm,8,Positif
1031,penuh tentu cuuss langsung daftar link ya narahubung danang informasi lengkap cek postingan ya lewatin sempat universitasterbuka kuliahonline mbkm,9,Positif
1032,hai sahabat ut mhsw ut semester non rpl amp ajar kampus mitra guru sekolah banget nih program kampus ajar angkat tentu universitasterbuka kuliahonline kampusmengajar mbkm,18,Positif
1033,dospem asih bimbing gue mbkm ganti dospem dosen uji serba salah banget hidup ku,9,Positif
1034,ih sih pilih mbkm kola nya bk aneh banget,3,Positif
1035,hai um ada mbkm btw anak fip,4,Positif
1036,kak surat rekomendasi kirim email prodi prodi cek akum mbkm ya,2,Positif
1037,ya allah baca repnya syukur terima mbkm semangat ya juang magang,30,Positif
1038,gantung bijak prodi nya nder kalo gaboleh smt disuru ambil ngelengkapin wajib konversi smt tinggal fokus skripsi kalo mbkm smt teliti skripsi,-7,Negatif
1039,kakakkakak um ada mbkm kali sem ya tia,8,Positif
1040,mbkm kalah,-4,Negatif
1041,server mbkm bajingaann,0,Netral
1042,gaya wuk down mbkm kkn,-3,Negatif
1043,mbkm kambing hitam,-7,Negatif
1044,bappenas kemenkeu review rka proker kemdikbudristek target dewa mbkm musti baik baik baik baru baik habis seret pasca covid,15,Positif
1045,mbkm bangun desa isi solo sinergi potensi komunitas karanganyar,9,Positif
1046,semester terima magang mbkm amin,5,Positif
1047,pengin banget skripsi mbkm sems,1,Positif
1048,gue suka banget bootcamp cuy gue tau ya kalo kursus bootcamp kayak sekolah kelas gue jujur sesal cuman ambil bootcamp mbkm itu lulus tinggal final project gue sakit,3,Positif
1049,manifesting lolos salah program mbkm,-8,Negatif
1050,halo temanmamin dukung siap kelulus giat merdeka ajar kampus merdeka mbkm mahasiswa manajemen angkat jurus manajemen selenggara giat latih tulis jurnal ilmiah kewirausahaan,16,Positif
1051,ngerjain skripsi bab mbkm kak selesai kemarin alhamdulillah gila tenang skripsi tuh semester kelar konsisten paham ambil topik,7,Positif
1052,gua sibuk urus tugas pra mbkm,0,Netral
1053,tarik nik mbkm brin bandung,2,Positif
1054,jaman smt mbkm jaman bimbing skripsi jaman repisian pulang kerja menang muluu tibatiba worship jalan curhat gusti yesus,9,Positif
1055,omong mbkm pas puasa kemarin cowok jalan depan pelan banget lemes banget kayak semangat hidup pokok liat lanyardnya kantor belah ku tepuk are you okay bilang okay lemes ta takut,2,Positif
1056,iya nder laman mbkm bkp mbkm unnes halaman ploting refresh muncul pilih mitra bagi aksi sabar tungguin hasil masuk pilih lokasi kkn wajib perhati kuota biar pental kalo muter tunggu kalo hasil refresh done,10,Positif
1057,dau guys daftar msib anak semester kalo tahap daftar tahap rekomendasi prodi kayak kaprodi akun mbkm kaprodi perbaikann aduh takut,-1,Negatif
1058,guys doain lancar daftar mbkm ya,12,Positif
1059,kakakkakak unila daftar mbkm isi surat rekomendasi bpjs cardecard nya kalo klik ceklis komitmen aman ya banget bpjs nya,8,Positif
1060,jalan program mbkm evaluasi dasar putus program lanjut,5,Positif
1061,sbnrnya gera utama merdeka ajar kampus merdeka mbkm giat dalam salah dua magang studi independen ambil semester tara matkul,2,Positif
1062,tarik banget mbkm ngentot,-2,Negatif
1063,sek rung mbkm ilo,0,Netral
1064,mbkm tida manteman,0,Netral
1065,baca kak persayaratan msib syarat mitra sesuai kalender akademik prodiuniv kakak alam syarat mitra mhs sedia yudisium jalan periode mbkm,14,Positif
1066,nesa surat rekomendasi mbkm tuh ya kaprodi,4,Positif
1067,mbkm teliti wajib kah um kalo iya model kalo,1,Positif
1068,hooh mbkm wkwk,0,Netral
1069,orang orang umum snbt sibuk nyariin info magang msib mbkm,0,Netral
1070,apa stres banget h minggu info mbkm wajib daftar kayak anjer gue siap apa coy dadak banget tt,-16,Negatif
1071,arum fatayan ketua divisi merdeka ajar kampus merdeka mbkm uhamka calon serta kampus ajar vii msib vii uhamka uhamka muhhammadiyah tvmuhammadiyah mahasiswa,4,Positif
1072,mbkm mitra uhamka program mbkm internail contoh mahasiswa fkip uhamka kuliah fakultas teknik industri informatika ftii,-1,Negatif
1073,uhamka buka luas program mbkm mahasiswa ikut kampus ajar msib tukar mahasiswa merdeka pmm wira usaha merdeka proyek manusia proyek teliti,9,Positif
1074,uhamka dorong mahasiswa ikut program wakil rektor i uhamka anisia mala mbkm alam ilmuilmu ajar,-5,Negatif
1075,beritaipb gelora mbkm kuat daya saing lulus dudi ipb job fair gelar sosialisasi msib baca lengkap ipbuniversity ipbnesian kampusterbaik kampusmerdeka,19,Positif
1076,permisi kak maaf jbjb mbkm brinnya ya terima kasih kak,10,Positif
1077,permisi kak maaf jbjb mbkm brin ya terima kasih kak,10,Positif
1078,web mbkm unnes goblok banget anjir monyengg,-3,Negatif
1079,mahasiswa fakultas teknik unand pilih program mbkm asistensi riset kanazawa university beasiswa jasso unand fteknik,-6,Negatif
1080,stres banget mbkm nya lelett,-3,Negatif
1081,banyak program mbkm paksa siswa mata kuliah semester kampus ganti program mbkm bikin mahasiswa kayak kuliah,2,Positif
1082,ya allah mbkm sejarah kritis banget galakgalak tanya,7,Positif
1083,matkul bagus kalah wajib mbkm,-4,Negatif
1084,depan pembahasn bicara framework rencana kerja dalam cakup kerja kembang sdm program mbkm amp implementasi program sfv dukung lestari kelola marine heritage kkpbeyond,16,Positif
1085,sorry mbkm biaya i nadiem makariem,-4,Negatif
1086,alumni hibah mbkm pucangsawit aph msi tonton bareng video bolak tamcer puntadewa,3,Positif
1087,heem prodiku giat mbkm cuman aku sks smt ngontrak sks sisa sks konversi kuliah,-1,Negatif
1088,email hubung kayak cuman mbkm,-2,Negatif
1089,cek international office universitas program mbkm tau igip nama program jalan,-8,Negatif
1090,kalo kampus kecuali ambil mbkm,-5,Negatif
1091,review revisi cv apply msib role marketing testimoninya tembus top company role marketing msib mbkm kampusmerdeka zonauang cvreview,8,Positif
1092,review revisi cv apply msib role marketing msib mbkm kampusmerdeka zonauang cvreview,0,Netral
1093,semester mbkm sks konversi skripsi,0,Netral
1094,mbkm anying,0,Netral
1095,bijak didik kalo gslh oon banget anjir nilai gua sih matkul mbkm gua ngulang wkwkwkwk,2,Positif
1096,selamat pagi mbkm bela negara,6,Positif
1097,jam rawan pikir uji mbkm,-3,Negatif
1098,ekspektasi gua mbkm magangpraprof cari iris psiko ilmu seniche apa gua prsiapan kerja cuman pngalaman eksplor disukain tau kepake kerja sayang matkul saintek ambil anak soshum dikit banget,-20,Negatif
1099,tambah ya anggar dana tuh pakai halhal urgensi ya kayak bikin platform merdeka ajar dana mbkm pmm msib iisma rang tau sih alam dana,19,Positif
1100,kemarin kayak gabut banget daftar aslab terima prak sibuk nyusun lapor mbkm kkn,2,Positif
1101,besok mandi wajib solat subuh prepare zoom uji mbkm langsung chat akademik yudisium pls pls pls pls,-6,Negatif
1102,rek angkat wajib mbkm panitia ospek kah,4,Positif
1103,besok uji mbkm gue leha,1,Positif
1104,jatuh wisuda sih skl apply tuh posisi xixixi alam alam magang kayak mbkm organisasi ajar doang alhamdulillah sih terima ya ratus loker,18,Positif
1105,kirakira solusi lpdp ya ketimbang jorjoran mbkm iisma biaya,7,Positif
1106,kalo menuhin mbkm tempat nama jalur jurus lu ok,-3,Negatif
1107,banget anjing prodi atur jadwal biar nabrak kasihan mbkm kudu tele,2,Positif
1108,tutup rencana kerja tahun pnup pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar pembelajaranberkualitasbagisemua sahabatvokasi blu,2,Positif
1109,kerja mbkm kkn ku ku konversi putus kerja,7,Positif
1110,psikologi mbkm msib pmm msib saran angkat beda kurikulum adik tingkat kalo ngulang takut masalah,1,Positif
1111,mahasiswa universitas bagi alam ikut program mbkm,1,Positif
1112,deh harap msib kali ambil program mbkm,-2,Negatif
1113,bijak sem wajib mbkm moga lolos snbt deh pliss gue magang,-2,Negatif
1114,nesa curhat prodiku siang kasih info kalo mbkmkkn smt manusia low energi nyiapin mental banget giat jangka pengin menang magang smt huhu cepat cont,18,Positif
1115,harap pempengaruh buku desak anjur mbkm promosi turun merta jumud dangkal jelik,4,Positif
1116,ngisi lapor mbkm banget pls,0,Netral
1117,mbkm semester besok anjeeng eksperimen,0,Netral
1118,unp bekal mahasiswa program studi kampus utama psdku ikut mbkm,4,Positif
1119,butuhin jasa lapor praktikummagangpklmbkmkegiatankkn artikel jurnal tugas mata ajar mata kuliah parafrase skripsi olah data visualisasi data diskusi ya gaiss,-3,Negatif
1120,gweh kampus anjir asih tau pic mbkm nya jdnya tau kudu acc anjrit,-4,Negatif
1121,sih orgil pas matkul statistik ikut mbkm wassalam bismillah ngandelin yutup,5,Positif
1122,mbkm bela negara halaah,0,Netral
1123,kirakira entar lolos mbkm manaa ya ya allah moga mudah urus dunia maju ngebanggain mamah,11,Positif
1124,tugas matkul sks tugas pra mbkm sungguh siksa,-7,Negatif
1125,program mbkm inisiasi menteri didik budaya bebas mahasiswa ajar program studi utama eksplorasi bidang tahu terampil,16,Positif
1126,monitoring evaluasi program mbkm kali pusat kualitas masuk dapat mitra tuju evaluasi implementasi program mbkm jalan universitas syiah kuala dampak mitra,10,Positif
1127,dowoon intern mbkm,0,Netral
1128,gue jawa bjir wkwk daerah sih jam an iya sulit banget tahi nyuruh kkn mbkm naikin iku fakultas erti kayak angkat gue sulit pls hidup sulit untung jalaninnya pacar wonbin,-1,Negatif
1129,aduh drama kkn gue banget bjirr inti kemarin cari klp kkn paksa bubar fakultas suruh kkn mbkm pas cari klp klpnya pindah pindahin kayak banget mei orang kayak monyet,-18,Negatif
1130,susun rkt anggar politeknik negeri ujung pandang pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku politekniknegeriujungpandang kurikulummerdeka merdekabelajar pembelajaranberkualitasbagisemua sahabatvokasi blu,1,Positif
1131,pikir ambil ilmu sejarah mbkm gue ngeluh banget susah anjir susah ambil olahraga sesuai potensi,-7,Negatif
1132,rasai kuliah kelas sem sem mbkm sem skripsi sem skripsi emaang seru banget kuliah kelas tuh,3,Positif
1133,mbkm nder,0,Netral
1134,dau gue mbkm,0,Netral
1135,fiks deh gue mbkm pakai agustus alias tonton aespa,-4,Negatif
1136,mau msib pusat mbkm tutup bingung prodi jawabantt,6,Positif
1137,rek um kalo cari info mbkm um detail mana ya sosialisasi tau info,-7,Negatif
1138,unej kkn tuh konversi ganti giat mbkm sih bijak beda kah fakultasprodi,4,Positif
1139,wajib hukum masuk grup ya link grup informasi putar mbkm link on linktree selamat ikut giat,-2,Negatif
1140,kaliankalian tarik program mbkm milik perintah yuk caricari informasi giat kait alumnus program mbkm lepas sempat detail informasi ya,16,Positif
1141,nesa smstr wajib mbkm,-2,Negatif
1142,eh nadiem gue benerin tuh program mbkm,0,Netral
1143,ambil magang mbkm,-5,Negatif
1144,daftar studi independen tambah ilmu mbkm tolak ilmu,12,Positif
1145,ya aneh program mbkm tuh wkwk magang tuju cari ilmuporto suruh bagusin porto,6,Positif
1146,wkwkwk gaakan deh kaya mbkm,3,Positif
1147,ilmu pengin program stupen mbkm tuju tingkat ilmu tolak garagara ilmu nais job kemendikbud,12,Positif
1148,mahasiswa pnup lolos program beasiswa mahasiswa stasi batch zhejian huayou cobalt cowok ltd pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku politekniknegeriujungpandang kurikulummerdeka sahabatvokasi huayou huayue,-4,Negatif
1149,somehow bijak mbkm ubah ekosistem kampus individualis kayak magang ipk cumlaude alam lulus langsung kerja oke gass,14,Positif
1150,bjir lulus mbkm elins banget,6,Positif
1151,duarr mamam tuh gaboleh mbkm teliti,-7,Negatif
1152,serius email tolak mbkm sadis kieu,-14,Negatif
1153,dem rill pantesan program bus plek ketiplek mbkm beda bus deh jaman tau,-10,Negatif
1154,msib roadshow rangka tingkat partisipasi mahasiswa program merdeka ajar kampus merdeka mbkm lldikti wilayah ii ada msib roadshow acara cakup talkshow seminar bagi praktik programprogram kampus merdeka,11,Positif
1155,kemarin lihat aksi solidaritas palestine dikit banyak mbkm tuntut alam kerja batas usia kerja fuck up,-1,Negatif
1156,mbkm henti,-4,Negatif
1157,kunjung dosen unesa rangka supervisi tanggal mei mahasiswa unesa prodi mipa jurus biologi program mbkm laboratorium bppmhkp surabaya ii puspa agro tahunkkp bppmhkpmajubersamakkp,0,Netral
1158,jendela advo workshop expo mitra mbkm halo sahabat psikologi departemen psikologi ub ada workshop expo mitra mbkm sahabat psikologi kenal giat mbkm psikologi ub serta mitra lewat ya,30,Positif
1159,kenan sharing kait luar project magang mbkm magang mbkm,6,Positif
1160,ya allah kalo mbkm proses daftar gue seleksi alam,13,Positif
1161,fakultas sih dosen pic nya mbkm langsung tendikstaff akademik fakultas kaprodi ya,7,Positif
1162,sedulurkpubanyumas temanpemilih kpu kabupaten banyumas selenggara kelas milu ikut mahasiswa magang mbkm kpu kabupaten banyumas materi susun daftar pilih rabu,-4,Negatif
1163,tepat mas wkwm mikir telpon bina organisasi tawar mbkm konversi matkul kkn gas hemat semester wkw,1,Positif
1164,luas mitra mbkm direktorat akademik unp jalin kerja,7,Positif
1165,imho program mbkm hubung usaha dunia kerja giat sosial,9,Positif
1166,hahahahah lucu banget alas tae on a serious note coba pakai sure atur prodi lo nder kali nyelesein semester wajib matkulmatkul wajib mbkm,2,Positif
1167,rill pas vokasifest omong mbkm kampus benar glorifikasi,1,Positif
1168,trial sih kating gue cerita salah mahasiswa uji coba mbkm,1,Positif
1169,hahha banget bilang konsep mbkm benerbener kayak replikasi program nya bus,-2,Negatif
1170,empat gua rasa interview company pas mbkm,-2,Negatif
1171,dimanjain mbkm,0,Netral
1172,cucokloginya semenjak era covid mbkm laksana organisasi mahasiswa kampus keluh minim antusiasme mahasiswa gabung demonstrasi mahasiswa serama diskursus relevan organisasi mahasiswa gaung kuat,-3,Negatif
1173,ukt kagak merjuangin mahasiswa sibuk magang mbkm nyiapin iisma,1,Positif
1174,msibmbkm program jenis jelek tiada,-4,Negatif
1175,nyaman sertifikat insentif mbkm lupa tugas utama,7,Positif
1176,eh iya wkwk mahasiswa angkat basis giat nya ya ukm ormawa magang intern unpaid mbkm,7,Positif
1177,iya jir kejar kalo organisasi ya mbkm teman gue mbkm kosong melompong kalo adu anak gaikutan,-9,Negatif
1178,selasa mei penandatanganan mou universitas trunojoyo madura jaksa negeri bangkal laksana tri dharma guru implementasi mbkm amp hukum perdata amp hukum tata usaha kejatijatim kejaribangkalan,6,Positif
1179,sadar program mbkm mana mahasiswamahasiswa semester daftar magang etc efek rasa jarang demodemoan ya pintar bikin program,8,Positif
